_id,comment_user_id,content,created_at,img_name,img_url,like_num,location,mblog_id,reply_comment_id,root_comment_id
4908405523481089,1134926970,当年我们河南也是高考完，先给三天估分报志愿。数学确实比98年高考难，所以第一志愿就不敢选择省外高校了，保守点儿最后选择了郑州大学，这样就做了郑大校友[笑cry]。 对，马上本科毕业要20年聚会啦[允悲],2023-06-03,,,0,来自北京,4907216932964979,,
4908368059434470,1744341901,教师，医生，律师三个热门专业分数也高,2023-06-03,,,0,来自北京,4907216932964979,,
4908349042196489,7612961445,为什么以前都是文科比理科低，现在是文科比理科高了,2023-06-03,,,0,来自湖南,4907216932964979,,
4908345209652680,6122903834,理科分数居然比文科还高,2023-06-03,,,0,来自安徽,4907216932964979,,
4908342117403065,5589901013,刚出生[doge],2023-06-03,,,0,来自广西,4907216932964979,,
4908335897254746,1804570011,[哇],2023-06-03,,,0,来自中国香港,4907216932964979,,
4908334857588849,2447860917,2000年有吗,2023-06-03,,,0,来自上海,4907216932964979,,
4908329401061416,2643716612,那个时候的东华大学，还叫纺大[哈哈],2023-06-02,,,0,来自上海,4907216932964979,,
4908325609410018,6607163146,我也99的，但我99出生的[单身狗][单身狗],2023-06-02,,,0,来自河北,4907216932964979,,
4908321901642418,7338030926,有没有大佬讲一讲，为什么之前文科录取分数线比理科要低啊？,2023-06-02,,,0,来自江苏,4907216932964979,,
4908319104310615,5984500297,支持你[并不简单],2023-06-02,,,0,来自山东,4907216932964979,,
4908317983379393,2692167151,我五岁,2023-06-02,,,0,来自山东,4907216932964979,,
4908316084668874,1133006850,中国政法的理科，何德何能啊[允悲][允悲],2023-06-02,,,0,来自北京,4907216932964979,,
4908309264733357,3206830174,辽宁工程技术大学也辉煌过,2023-06-02,,,0,来自辽宁,4907216932964979,,
4908297096532720,6697028123,02年高考的，差不多就是这个分数！,2023-06-02,,,0,来自江苏,4907216932964979,,
4908292877323249,1989816900,建筑老八校之一，越来越拉了[doge],2023-06-02,,,0,来自云南,4907216932964979,,
4908291971616735,3896010793,99年高考，99年上的大一,2023-06-02,,,0,来自辽宁,4907216932964979,,
4908290247756819,2647628034,湘潭大学文科比清华还高[允悲],2023-06-02,,,0,来自湖南,4907216932964979,,
4908286509323620,7030174609,我也是99年高考,2023-06-02,,,0,来自浙江,4907216932964979,,
4908280617114127,6345927990,武汉大学 529,2023-06-02,,,0,来自北京,4907216932964979,,
4908279711666119,7552917488,哈哈哈哈哈哈看到中传啦[春游家族],2023-06-02,,,0,来自北京,4907216932964979,,
4908279547038581,7805206314,从来不会估分的我，让我处于那个时代，估计我能捡漏[doge],2023-06-02,,,0,来自陕西,4907216932964979,,
4908269838272693,3100446575,同99年高考，看到了我们学校[太开心][太开心][太开心],2023-06-02,,,0,来自福建,4907216932964979,,
4908266636711089,1632970551,那一年财大和政法还没合并,2023-06-02,,,0,来自湖北,4907216932964979,,
4908265772945464,7393145636,1999,2023-06-02,,,0,来自北京,4907216932964979,,
4908264136904032,7780980560,555我人什么时候重回巅峰,2023-06-02,,,0,来自北京,4907216932964979,,
4908262023499636,1270325025,别说99年09年的拿出来都吊打现在战五渣成绩,2023-06-02,,,0,来自黑龙江,4907216932964979,,
4908261927552998,3828581682,就是我那年，没考上。,2023-06-02,,,0,,4907216932964979,,
4908260635706169,5808373253,95年参加高考[笑cry],2023-06-02,,,0,来自江苏,4907216932964979,,
4908258600688803,1093315270,向高考大省致敬[允悲],2023-06-02,,,0,来自四川,4907216932964979,,
4908255929439224,2781418685,华中科技大学当时的分数线真高啊,2023-06-02,,,0,来自江苏,4907216932964979,,
4908252611483401,3109821331,现在学生真的很辛苦，中考要考语数外史地生体育（算要算到中考成绩里），每天都是满负荷，在学校，在做题，在背书，但考试难得要死，学那么多，费那么多时间，结果考试那么难，为了什么？,2023-06-02,,,0,来自湖北,4907216932964979,,
4908251919943055,7743420980,放在当年我也是能上中山大学的，现在[允悲][允悲][允悲][允悲]嗐,2023-06-02,,,0,来自陕西,4907216932964979,,
4908250590086002,1409593701,这一年我正好高考[允悲],2023-06-02,,,0,来自湖南,4907216932964979,,
4908242632706334,1933333045,我就是这一届的，考了600多[允悲],2023-06-02,,,0,来自河南,4907216932964979,,
4908240645128748,2286839394,你们可能不明白江苏省不是全国卷，号称高考地狱，一分刷掉几万人[挖鼻][挖鼻],2023-06-02,,,0,来自江苏,4907216932964979,,
4908236463934301,1263803980,西安建筑科技大学分数这么高,2023-06-02,,,0,来自陕西,4907216932964979,,
4908233900165149,1421760697,我们那时候就三个专业，计算机，金融，生物+医学[允悲],2023-06-02,,,0,来自中国澳门,4907216932964979,,
4908231342429424,1421760697,数学，英语都爆了，不知道谁出的题[允悲],2023-06-02,,,0,来自中国澳门,4907216932964979,,
